"speciesid","population","season","mean.emergence","median.emergence","q1","q3","first","last","sd","run","type"
9,132,2,124.674242424242,125,122,127,119,131,3.7283649940112,9,"midskew"
10,151,2,110.026490066225,110,107,113,103,117,4.65753442623534,9,"midskew"
11,36,2,128.666666666667,128,125,132,120.5,137.25,5.28069259526762,9,"midskew"
12,112,2,91.9732142857143,92,90,93.25,87,98.45,3.63778920444963,9,"midskew"
13,151,2,116.940397350993,117,113,120,109,128,5.74947161407547,9,"midskew"
14,7,2,137.428571428571,140,136.5,140.5,127.6,143.1,6.47706576718046,9,"midskew"
15,60,2,143.2,142.5,140,147,134.95,150.1,4.81452604281555,9,"midskew"
16,54,2,109.814814814815,110,108,112,105,114.35,3.00988355616346,9,"midskew"
17,46,2,113.521739130435,113.5,111,115,107,121.75,4.10278566848744,9,"midskew"
18,6,2,114.166666666667,113.5,111.5,115.5,109.5,120.5,4.53504869507116,9,"midskew"
19,37,2,112.945945945946,113,112,115,105,119.2,4.23573387283024,9,"midskew"
20,138,2,95.804347826087,96,93,99,87,103,5.06866528977203,9,"midskew"
1,169,3,107.047337278107,107,104,110,99,115,5.26422183785841,9,"midskew"
2,104,3,122.230769230769,122,120,124,116,129,4.07986000433427,9,"midskew"
3,17,3,145.470588235294,146,144,147,139.8,151.2,4.57052577745197,9,"midskew"
4,53,3,100.867924528302,101,97,105,93.6,108.4,4.81199517171994,9,"midskew"
5,8,3,136.625,138,130,143.5,126.1,145,7.85470741475636,9,"midskew"
6,188,3,126.101063829787,126,124,129,117.7,134.65,5.28193358455272,9,"midskew"
7,126,3,129.238095238095,129,126,132,121,138,5.02860389599908,9,"midskew"
9,163,3,124.895705521472,125,122,127,120,130,3.50592707475324,9,"midskew"
10,146,3,110.246575342466,110,107,113,103.25,118,4.70445371351023,9,"midskew"
11,24,3,128.583333333333,128.5,125.25,133,122,136.55,5.04688166026841,9,"midskew"
12,117,3,92.3162393162393,92,90,94,86.8,99,3.92307403362064,9,"midskew"
13,191,3,116.492146596859,116,113,119,108,127,6.00952674373444,9,"midskew"
14,3,3,146.666666666667,147,146,147.5,145.2,147.9,1.52752523165195,9,"midskew"
15,63,3,144.714285714286,145,142,147,139,150.9,3.80758399152725,9,"midskew"
16,54,3,109.425925925926,109,108,111,104.65,115,3.23659413262077,9,"midskew"
17,19,3,111.894736842105,113,109,114,105,117.1,3.9566362936507,9,"midskew"
18,2,3,107.5,107.5,106.75,108.25,106.15,108.85,2.12132034355964,9,"midskew"
19,3,3,113,112,111.5,114,111.1,115.6,2.64575131106459,9,"midskew"
20,146,3,95.8561643835616,96,93,98,89.25,103,4.47366196683224,9,"midskew"
1,163,4,107.963190184049,107,105,111,101,115.9,4.61731787164413,9,"midskew"
2,108,4,123.037037037037,122,120,126,115.35,131.65,5.47368543673252,9,"midskew"
3,16,4,146.0625,147.5,142.75,148.25,138.5,152.5,5.05263957418958,9,"midskew"
4,26,4,100,100.5,98.25,103,93.25,105,4.00998753115268,9,"midskew"
5,1,4,140,140,140,140,140,140,NA,9,"midskew"
6,182,4,126.087912087912,126.5,123,129,119,133,4.81628992640727,9,"midskew"
7,140,4,128.935714285714,128,126,132.25,120.9,136.05,5.16380696422932,9,"midskew"
9,173,4,125.271676300578,125,123,128,119.6,132,3.88065507377121,9,"midskew"
10,150,4,110.14,110.5,108,112.75,104,116.55,3.92211078631573,9,"midskew"
11,27,4,129.222222222222,129,123.5,131,120,143.1,8.30353647241451,9,"midskew"
12,135,4,91.9703703703704,92,89.5,94,86,98.3,3.73155311737248,9,"midskew"
13,198,4,116.989898989899,117,112,121,105,127.15,8.0757768396204,9,"midskew"
15,66,4,144.5,145,141,148,137.25,151,5.22494019104525,9,"midskew"
16,53,4,110.22641509434,109,108,113,106,117,3.86623206272525,9,"midskew"
17,1,4,111,111,111,111,111,111,NA,9,"midskew"
19,1,4,108,108,108,108,108,108,NA,9,"midskew"
20,157,4,95.4649681528662,96,93,99,87,102,5.10094091674847,9,"midskew"
1,156,5,107.519230769231,107.5,104.75,110.25,99.75,115.25,4.99996277901779,9,"midskew"
2,102,5,121.235294117647,121,118,124,114.05,128.95,4.99737846243375,9,"midskew"
3,16,5,148.0625,147.5,146,150.75,141.5,153.75,4.21851079568766,9,"midskew"
4,3,5,99,101,97.5,101.5,94.7,101.9,4.35889894354067,9,"midskew"
6,208,5,126.774038461538,126.5,123,130,118.35,136.65,5.33712718671845,9,"midskew"
7,156,5,128.551282051282,129,125,132,120,137,5.42074256524358,9,"midskew"
9,171,5,125.304093567251,125,123,128,119.5,131.5,3.97949681603601,9,"midskew"
10,167,5,110.02994011976,110,107,113,102.3,117.7,4.85503731662181,9,"midskew"
11,20,5,128.1,128,126.5,129.25,118,134.65,6.307055364306,9,"midskew"
12,133,5,92.3007518796992,92,90,94,87,98.4,3.76181968057774,9,"midskew"
13,193,5,116.326424870466,116,113,121,106,127,6.44868980279805,9,"midskew"
15,61,5,143.213114754098,144,141,146,137,148,4.02125500351304,9,"midskew"
16,57,5,109.19298245614,109,108,111,105,115,3.03808325670754,9,"midskew"
20,153,5,95.3137254901961,96,92,98,87,103,5.10607299440075,9,"midskew"
1,152,6,106.921052631579,108,103,110,98.55,115,5.20255453782715,9,"midskew"
2,100,6,122.66,123,121,125,116.95,129.05,4.47263283139187,9,"midskew"
3,15,6,146.666666666667,147,144.5,148,141,153.3,3.67747325263006,9,"midskew"
6,216,6,125.814814814815,126,123,129,118.75,134,4.92104762555584,9,"midskew"
7,149,6,128.563758389262,129,126,131,121,135,4.56384461511997,9,"midskew"
9,183,6,125.540983606557,125,123,128,119,132,3.72948058056731,9,"midskew"
10,160,6,109.9625,110,107,113,103,117,4.41963529045429,9,"midskew"
11,17,6,128,128,123,133,120.2,137.6,6.7175144212722,9,"midskew"
12,146,6,91.9520547945205,91,90,94,86.25,99.75,3.72008934223605,9,"midskew"
13,190,6,116.842105263158,116.5,114,120.75,106,127,6.35262856810555,9,"midskew"
15,62,6,144.709677419355,145.5,142,148,136.05,150.95,4.76113740638018,9,"midskew"
16,62,6,109.790322580645,110,107,112,104,116.95,4.2854580518199,9,"midskew"
20,143,6,96.4965034965035,97,94,99.5,88.1,103.9,4.62673511552294,9,"midskew"
1,142,7,107.401408450704,108,104,111,98.05,117,5.18735486394242,9,"midskew"
2,100,7,121.67,121.5,119,124.25,114,128.05,4.2380074410868,9,"midskew"
3,13,7,146.615384615385,147,142,149,141.6,153.2,4.36918111203273,9,"midskew"
6,222,7,126.193693693694,126,123,129,118,134,5.22986168681524,9,"midskew"
7,164,7,128.463414634146,129,126,132,120,136,5.23015119478159,9,"midskew"
9,185,7,124.8,124,122,127,120,131,3.59770458221205,9,"midskew"
10,145,7,111.227586206897,111,109,114,105,118,4.19944577624074,9,"midskew"
11,18,7,131.555555555556,131.5,128,135.75,123.8,143.15,6.50087977957574,9,"midskew"
12,151,7,92.158940397351,92,90,94,87,98,3.57228725092069,9,"midskew"
13,186,7,117.537634408602,117,113,121,108,129.75,6.46246399295308,9,"midskew"
15,67,7,144.089552238806,145,141,147,135.6,151.4,4.66687665095833,9,"midskew"
16,54,7,110.111111111111,110,107.25,112.75,104.65,116,3.94139457488952,9,"midskew"
20,146,7,95.4178082191781,96,93,98,87,103.75,5.5569240428621,9,"midskew"
1,146,8,107.020547945205,107,104,109.75,100,115,5.07797024081974,9,"midskew"
2,99,8,121.828282828283,122,119.5,124,115,128,3.93321907950157,9,"midskew"
3,9,8,146.888888888889,146,145,149,144,150,2.57120810342359,9,"midskew"
6,239,8,126.037656903766,126,123,129,119,134,4.70502194061009,9,"midskew"
7,148,8,129.148648648649,129,126,132,122,136.65,4.64137685539622,9,"midskew"
9,178,8,125.314606741573,125,123,128,119,132,4.03542366979683,9,"midskew"
10,144,8,109.888888888889,109,107,112,103,118.85,4.54366709221865,9,"midskew"
11,14,8,129.142857142857,129.5,126.25,132.5,120.55,136.5,6.1250700825773,9,"midskew"
12,155,8,91.9483870967742,91,90,94.5,86.7,97.3,3.65704008548517,9,"midskew"
13,166,8,116.825301204819,117,113,120,107,126,6.63687300180282,9,"midskew"
15,73,8,142.547945205479,143,141,146,134.2,150.4,5.26793522668146,9,"midskew"
16,60,8,108.616666666667,108,106.75,111,104,115.05,3.46943880904643,9,"midskew"
20,164,8,96.1707317073171,96,93,99,88,104,4.66629969414234,9,"midskew"
1,157,9,106.968152866242,106,104,110,100.8,116,4.59573434070424,9,"midskew"
2,113,9,122.53982300885,123,120,126,114,129.8,5.13572118706337,9,"midskew"
3,7,9,147.142857142857,148,144,150.5,142.3,151,3.80475892484537,9,"midskew"
6,247,9,126.263157894737,126,123,129,119,135,4.97468989793926,9,"midskew"
7,138,9,129.260869565217,130,126,132,123.85,135,4.10679399319842,9,"midskew"
9,159,9,125.396226415094,125,123,128,119,133,4.30045459464039,9,"midskew"
10,143,9,109.629370629371,110,107,112,103.1,117,4.12255616328183,9,"midskew"
11,13,9,130.538461538462,131,128,133,124.2,137.2,4.57557618621933,9,"midskew"
12,143,9,91.8041958041958,91,89,94,87,97.9,3.4564875545721,9,"midskew"
13,162,9,115.851851851852,116,112,119,106,126,6.12825877028341,9,"midskew"
15,78,9,143.615384615385,145,140.25,148,133.85,149,5.31166510745794,9,"midskew"
16,66,9,109.621212121212,110,107.25,112,103.25,116,3.68266271358166,9,"midskew"
20,172,9,95.4651162790698,96,93,98.25,87,102,4.38150732273137,9,"midskew"
1,144,10,107.208333333333,107,105,110,98,116,5.08098745977921,9,"midskew"
2,108,10,121.324074074074,121,119,124,115,128,4.24886725686086,9,"midskew"
3,2,10,147.5,147.5,144.75,150.25,142.55,152.45,7.77817459305202,9,"midskew"
6,254,10,125.649606299213,125.5,123,128,117,133,4.54742900069081,9,"midskew"
7,139,10,128.589928057554,129,125,132,119,137,5.42780409016055,9,"midskew"
9,170,10,125.370588235294,125,123,127,121,132,3.53817134359905,9,"midskew"
10,147,10,110.027210884354,110,107.5,113,103,117.7,4.43050691034564,9,"midskew"
11,9,10,129.444444444444,129,129,130,118,141.8,9.04310664416702,9,"midskew"
12,145,10,91.6551724137931,92,90,94,85,97.8,3.67306129956265,9,"midskew"
13,176,10,116.670454545455,117,113,121,105,128,6.84142272740582,9,"midskew"
15,78,10,143.615384615385,144,142,146.75,135.55,152,5.68029350172456,9,"midskew"
16,50,10,109.54,110,107,111,104.45,115,3.8343772609893,9,"midskew"
20,174,10,95.6609195402299,96,93,99,88,103,4.81507402620997,9,"midskew"
1,138,11,106.978260869565,107,104,110,100,117,5.12538749299486,9,"midskew"
2,89,11,121.943820224719,122,119,125,115.4,129,4.31002939918732,9,"midskew"
6,252,11,126.507936507937,126,124,129,119,134,4.62583431776311,9,"midskew"
7,140,11,129.157142857143,129,127,132,121,136.05,5.07252640723603,9,"midskew"
9,169,11,124.804733727811,125,123,127,119,131,3.74527973796109,9,"midskew"
10,167,11,110.005988023952,110,107,113,103,117.7,4.40358151878977,9,"midskew"
11,9,11,130.666666666667,130,128,134,123.8,137.2,5.07444578254611,9,"midskew"
12,145,11,91.9655172413793,92,89,94,86,98,3.80681733703469,9,"midskew"
13,179,11,116.061452513966,116,113,119,107.9,125,5.54771135236296,9,"midskew"
15,74,11,142.540540540541,143,139.25,146.75,131.6,150,6.02549194078549,9,"midskew"
16,43,11,109.604651162791,110,108,112,104.1,114.9,3.42358441294473,9,"midskew"
20,192,11,95.7708333333333,96,94,98,88,103,4.23888547701634,9,"midskew"
1,140,12,107.392857142857,107,104,110.25,99.95,115.05,4.97431739082106,9,"midskew"
2,85,12,121.835294117647,122,119,125,114.4,128,4.27853740815026,9,"midskew"
6,247,12,125.947368421053,126,123,128,119,134,4.4321056079263,9,"midskew"
7,137,12,128.503649635037,129,126,132,120.8,136,5.25961876217284,9,"midskew"
9,196,12,124.959183673469,125,123,127,119,131,4.07221571980846,9,"midskew"
10,182,12,110.472527472527,110,108,113,104,118,5.14720470046829,9,"midskew"
11,5,12,128,127,125,131,125,131.8,3.3166247903554,9,"midskew"
12,116,12,91.1551724137931,91,89,93,85.75,97,3.40230982479962,9,"midskew"
13,169,12,116.094674556213,116,113,120,106.4,125.6,5.81791425106469,9,"midskew"
15,86,12,142.813953488372,144,140,146,135,149.75,4.62095388142771,9,"midskew"
16,30,12,109.6,109.5,107,112,105.45,114.55,2.91961263372977,9,"midskew"
20,204,12,95.6666666666667,96,93,99,87,103,5.27067046582098,9,"midskew"
1,147,13,107.068027210884,106,104,110,100.3,116,4.84790572485302,9,"midskew"
2,98,13,122.275510204082,122,120,124.75,115,131.15,4.6101202261866,9,"midskew"
6,261,13,126.268199233716,126,123,129,118,135,5.31949464547434,9,"midskew"
7,153,13,128.503267973856,129,125,131,121,136,4.63556642625162,9,"midskew"
9,173,13,124.919075144509,124,122,127,120,131.4,4.12512653225464,9,"midskew"
10,180,13,110.05,110,107,113,102,117.05,4.83270399806991,9,"midskew"
11,3,13,131,134,128,135.5,123.2,136.7,7.93725393319377,9,"midskew"
12,87,13,92.2183908045977,92,90,94,87,98,3.48560257163038,9,"midskew"
13,156,13,117.865384615385,117,113.75,122,108,129,7.28062965946033,9,"midskew"
15,88,13,144.181818181818,144,142,147.25,135,151,5.11824649962563,9,"midskew"
16,25,13,109.76,110,109,112,104.4,114,3.07245829914744,9,"midskew"
20,222,13,95.1351351351351,96,93,98,85,102,4.90449325150459,9,"midskew"
1,145,14,107.351724137931,107,103,112,99,115.8,5.39100464055474,9,"midskew"
2,110,14,122.481818181818,122,120,125,116,129.55,4.26793424491667,9,"midskew"
6,249,14,126.5140562249,126,123,130,118.4,135,4.90810751387882,9,"midskew"
7,162,14,128.820987654321,129,126,132,122,136.95,4.69161313420969,9,"midskew"
9,190,14,124.994736842105,125,123,127,119.45,130.55,3.72819568317901,9,"midskew"
10,186,14,109.715053763441,110,107,113,103,117,4.56182624019619,9,"midskew"
11,2,14,134,134,133,135,132.2,135.8,2.82842712474619,9,"midskew"
12,63,14,91.6031746031746,92,89,94,86.1,98,3.81651624010137,9,"midskew"
13,165,14,116.915151515152,116,113,121,108,127.8,6.36243363145802,9,"midskew"
15,87,14,144.413793103448,145,142,148,135.3,150,4.76555402996441,9,"midskew"
16,17,14,109.647058823529,110,109,111,105,113.2,2.5966607515853,9,"midskew"
20,218,14,95.697247706422,96,93,99,86,103,5.21165759412981,9,"midskew"
1,136,15,106.433823529412,107,103,109,96.75,114.5,5.78721733923916,9,"midskew"
2,112,15,121.205357142857,121,118,124,115,128,3.90919081707108,9,"midskew"
6,262,15,126.190839694656,126,123,129,119,136.95,5.45144292307572,9,"midskew"
7,160,15,128.63125,129,126,132,119.95,136.05,5.57241845918599,9,"midskew"
9,188,15,125.617021276596,125,122,128,120,134,4.45201722704655,9,"midskew"
10,190,15,109.894736842105,110,107,113,103.45,117,4.32165381877393,9,"midskew"
12,30,15,91.8333333333333,91.5,89,94,87.45,98.1,3.4549647768386,9,"midskew"
13,176,15,116.539772727273,116.5,113,120,107,126,5.75386657122674,9,"midskew"
15,92,15,144.336956521739,144,142,147,137.55,151.45,4.55075690821311,9,"midskew"
16,7,15,108.571428571429,108,107.5,109,105.6,112.5,2.76026223736942,9,"midskew"
20,239,15,95.2217573221757,95,93,99,85,103,5.26014300773928,9,"midskew"
1,140,16,106.75,107,104,110,99,115,5.23563468011254,9,"midskew"
2,108,16,122.861111111111,122.5,121,125,116,128.65,3.88973807669565,9,"midskew"
6,268,16,126.30223880597,126,123,129,118,135.65,5.03192752277331,9,"midskew"
7,145,16,129.089655172414,129,126,132,121,137.8,5.39665179298356,9,"midskew"
9,206,16,125.922330097087,126,123,128,119,133,4.62060986448463,9,"midskew"
10,201,16,110.601990049751,111,108,113,103,117,4.28378290998744,9,"midskew"
12,17,16,91.3529411764706,90,89,93,87.8,99.4,4.16745090658829,9,"midskew"
13,178,16,116.325842696629,116,112,119.75,107.85,127,6.06606804192305,9,"midskew"
15,89,16,143.640449438202,144,141,147,135.4,151,4.75597038901258,9,"midskew"
16,5,16,110.4,110,110,111,109.2,111.8,1.14017542509914,9,"midskew"
20,234,16,95.5299145299145,96,93,98,87,103,4.98508100342304,9,"midskew"
1,162,17,107.33950617284,107.5,104,110,98,115.95,5.15132929868009,9,"midskew"
2,114,17,122.114035087719,122,119,124,114.65,131.35,4.77597003431444,9,"midskew"
6,273,17,126.326007326007,126,123,129,119,134,4.99999461322701,9,"midskew"
7,151,17,128.364238410596,129,126,131,120.5,136,4.92542173315627,9,"midskew"
9,205,17,125.20487804878,125,122,127,119,133,4.40554192096817,9,"midskew"
10,184,17,110.070652173913,110,108,113,103.15,117,4.13705203887321,9,"midskew"
12,6,17,90,89,88,92.25,87.25,93.75,2.89827534923789,9,"midskew"
13,172,17,116.96511627907,117,113,121,108,127,6.03972749166174,9,"midskew"
15,86,17,143.558139534884,144,140,147,134.5,151,5.05407151224527,9,"midskew"
16,1,17,108,108,108,108,108,108,NA,9,"midskew"
20,242,17,95.7520661157025,96,93,99,87.05,103,4.84495030225236,9,"midskew"
1,179,18,107.307262569832,107,104,110,99,115,4.83671617559414,9,"midskew"
2,126,18,122.047619047619,122,119,125,116,129,4.19114713243454,9,"midskew"
6,254,18,125.866141732283,126,123,129,118,134.35,4.83459569040825,9,"midskew"
7,147,18,128.489795918367,129,126,131,122,134.7,4.18962735279949,9,"midskew"
9,217,18,125.21198156682,125,123,127,119,133,4.22308955707383,9,"midskew"
10,182,18,110.626373626374,110.5,108,113,103.05,118,4.5484460381975,9,"midskew"
12,2,18,91,91,90,92,89.2,92.8,2.82842712474619,9,"midskew"
13,172,18,116.087209302326,116,112,119,108,126.45,5.96367751277718,9,"midskew"
15,80,18,143.7875,144,140,147,135,151,5.34077638598203,9,"midskew"
20,236,18,95.3177966101695,96,93,99,87,102,5.04497443395976,9,"midskew"
1,188,19,107.042553191489,107,104,110.25,100,114,4.62824366640934,9,"midskew"
2,116,19,121.612068965517,121,119,124,114.75,129,4.25445352690492,9,"midskew"
6,242,19,125.793388429752,126,123,128,119,132,4.50065436528025,9,"midskew"
7,133,19,129,129,127,132,119.8,135.8,5.69555914194506,9,"midskew"
9,215,19,125.386046511628,125,123,127,120,132,3.84206801518929,9,"midskew"
10,185,19,110.421621621622,111,108,113,104,116.8,3.78003444422534,9,"midskew"
13,153,19,117.176470588235,116,112,122,106,131,7.34588825829835,9,"midskew"
15,104,19,143.519230769231,144,141,147,136,150,4.38660974256967,9,"midskew"
20,259,19,95.6911196911197,96,93,99,88,103.1,5.23675500715838,9,"midskew"
1,196,20,107.959183673469,108,104.75,111,99,116.25,5.72160703146426,9,"midskew"
2,114,20,122.289473684211,122,120,125,115.65,129.35,4.65200248862451,9,"midskew"
6,224,20,126.727678571429,126,123,129.25,119,135,5.17946462287643,9,"midskew"
7,135,20,128.940740740741,128,127,132,122,135.3,4.3926039653561,9,"midskew"
9,216,20,125.476851851852,125,123,128,119,133,4.20734919543988,9,"midskew"
10,180,20,110.483333333333,110,107.75,113,102.95,119,5.04889500605062,9,"midskew"
13,176,20,116.880681818182,116,113,121,108,129,6.50998982583441,9,"midskew"
15,101,20,144.475247524752,145,141,147,138,151,4.22987957134938,9,"midskew"
20,252,20,95.9325396825397,97,94,99,86.55,103,5.03131752865154,9,"midskew"
1,203,21,110.71921182266,110,107,114,104,119,5.43867479576753,9,"midskew"
2,112,21,120.133928571429,120,117,122,113,128,4.47514766118914,9,"midskew"
6,212,21,130.358490566038,130,127,133,123,138,4.61439881065744,9,"midskew"
7,129,21,133.31007751938,134,131,136,125.4,141,4.60264606234216,9,"midskew"
9,231,21,126.502164502165,126,124,128,121,133,3.89634662648114,9,"midskew"
10,180,21,115.211111111111,115,112,118,108.95,122,4.15749829279874,9,"midskew"
13,191,21,119.979057591623,120,116,124,111,130,6.13699576355801,9,"midskew"
15,102,21,142.686274509804,143,139.25,146,135,150,4.65860301194555,9,"midskew"
20,239,21,98.1380753138075,99,96,101,90,105,4.61475689001792,9,"midskew"
1,196,22,106.530612244898,106,103,110,97,115,5.25592038661293,9,"midskew"
2,125,22,122,122,119,125,115,129.8,5.05454123504539,9,"midskew"
6,230,22,124.682608695652,124,122,127,117,134,4.86221975417765,9,"midskew"
7,131,22,127.625954198473,128,125,130,121.5,134,4.31158703221304,9,"midskew"
9,219,22,124.438356164384,125,122,127,119,130,3.98961829830161,9,"midskew"
10,164,22,108.762195121951,109,106.75,111,102,115,4.06067902822703,9,"midskew"
13,213,22,116.06103286385,116,112,120,107,127,6.2420540329928,9,"midskew"
15,99,22,143.49494949495,143,140,146,136,152,4.95978467557166,9,"midskew"
20,221,22,95.7013574660633,96,94,99,88,102,4.47431538326367,9,"midskew"
1,196,23,107.586734693878,107,104,111,99.75,117,5.25821726160848,9,"midskew"
2,129,23,121.782945736434,121,119,125,115,129.6,4.64011253956679,9,"midskew"
6,220,23,126.736363636364,127,124,129,120,135,4.84683632206806,9,"midskew"
7,131,23,129.267175572519,129,127,132,122.5,135.5,4.38498211114835,9,"midskew"
9,219,23,125.150684931507,125,123,128,118.9,132,4.22314906921683,9,"midskew"
10,169,23,110.289940828402,110,108,112,104,117.6,3.95419676044167,9,"midskew"
13,214,23,117.299065420561,117,113,120,109,129,6.12347894808376,9,"midskew"
15,87,23,144.16091954023,144,142,147,135,150.7,4.35322271217808,9,"midskew"
20,232,23,95.375,96,93,99,86.55,102,4.76475834412639,9,"midskew"
1,185,24,106.145945945946,106,103,109,99,115,4.84827370636651,9,"midskew"
2,115,24,122.313043478261,123,120,124.5,116,129,3.79141508876119,9,"midskew"
6,223,24,124.847533632287,124,122,128,117.1,133,5.18348735765091,9,"midskew"
7,147,24,127.149659863946,127,124,131,117.6,135.7,5.44002636664717,9,"midskew"
9,217,24,124.705069124424,124,122,127,119.8,131,3.70505437054819,9,"midskew"
10,165,24,108.393939393939,108,106,111,102,114,3.92412328207077,9,"midskew"
13,223,24,116.322869955157,115,111,120,107,130,7.20321292278245,9,"midskew"
15,79,24,144.443037974684,145,142,148,136.9,151.1,4.91138613115571,9,"midskew"
20,244,24,95.2786885245902,96,92,99,87,102,4.94540114769645,9,"midskew"
1,188,25,107.595744680851,107,104,110,100,116,5.24953606085811,9,"midskew"
2,111,25,121.315315315315,121,119,123,115,128.5,3.89400934299197,9,"midskew"
6,220,25,127.009090909091,127,124,130,120,134,4.52591816572498,9,"midskew"
7,160,25,130.03125,130,127,133,123,138,4.92512730097584,9,"midskew"
9,213,25,125.596244131455,125,123,128,120,131,3.64411971104416,9,"midskew"
10,169,25,111.189349112426,111,108,114,104.4,119,4.45342352819072,9,"midskew"
